Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Feedback to students,6: Importance of subject,7: Explains subject matter ,8: Show respect for students,9: Overall teaching,10: Overall course,,,,,,,,,,,
Spring,2016,"CHONG, J. (co-taught)",ECE,18645,HOW TO WRT FAST CODE,TS,Lect,24,31,77%,13.13,3.67,3.88,4.13,3.7,4,3.96,4.08,3.92,3.79,,,,,,,,,,,
Spring,2016,"LANE, I. (co-taught)",ECE,18645,HOW TO WRT FAST CODE,TZ,Lect,26,31,84%,11.71,3.12,3.54,3.88,2.65,3.35,3.08,3.54,2.92,3.08,,,,,,,,,,,
Spring,2016,"CHONG, J. (co-taught)",ECE,18645,HOW TO WRT FAST CODE,TZ,Lect,26,31,84%,11.57,3.04,3.69,3.77,2.85,3.5,3.35,3.62,2.96,3.08,,,,,,,,,,,
Spring,2016,ROBERT IANNUCCI,ECE,18646,LOW-POWR SYS CH ARC,SV,Lect,11,15,73%,17.91,4.82,4.36,4.55,4.55,4.91,4.91,4.55,4.73,4.73,,,,,,,,,,,
Spring,2016,"Peraire, C. (co-taught)",ECE,18652,FNDS OF SFTW ENGRING,A,Lect,10,11,91%,16.5,4.4,4.1,4.4,4.4,4.4,4.4,4.5,4.4,4.4,,,,,,,,,,,
Spring,2016,"ERDOGMUS, H. (co-taught)",ECE,18652,FNDS OF SFTW ENGRING,A,Lect,10,11,91%,17.78,4.4,4.3,4.4,4.4,4.5,4.5,4.4,4.4,4.3,,,,,,,,,,,
Spring,2016,"Peraire, C. (co-taught)",ECE,18652,FNDS OF SFTW ENGRING,RW,Lect,4,4,100%,13.25,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Spring,2016,"ERDOGMUS, H. (co-taught)",ECE,18652,FNDS OF SFTW ENGRING,RW,Lect,4,4,100%,13.25,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Spring,2016,"BISHOP, M. (co-taught)",ECE,18652,FNDS OF SFTW ENGRING,RW,Lect,4,4,100%,13.25,3.75,4,3.75,4,3.75,4,3.5,4,4.25,,,,,,,,,,,
Spring,2016,"Peraire, C. (co-taught)",ECE,18652,FNDS OF SFTW ENGRING,SV,Lect,23,27,85%,20.14,4.5,4.45,4.55,4.27,4.41,4.45,4.41,4.32,4.45,,,,,,,,,,,
Spring,2016,"ERDOGMUS, H. (co-taught)",ECE,18652,FNDS OF SFTW ENGRING,SV,Lect,23,27,85%,19.74,4.35,4.43,4.39,4.26,4.35,4.48,4.43,4.35,4.39,,,,,,,,,,,
Spring,2016,JIA ZHANG,ECE,18653,SOFTWARE ARC AND DES,A,Lect,16,26,62%,12.53,4.19,3.94,4.13,4.13,4.38,4.13,4.5,4.06,4.13,,,,,,,,,,,
Spring,2016,JIA ZHANG,ECE,18653,SOFTWARE ARC AND DES,SV,Lect,31,37,84%,11.19,4.55,4.26,4.48,4.35,4.61,4.35,4.77,4.23,4.13,,,,,,,,,,,
Spring,2016,JIA ZHANG,ECE,18655,SVC ORIENTED COMP,SV,Lect,18,22,82%,12.89,4.33,4.33,4.44,4.28,4.5,4.5,4.28,4.22,4.11,,,,,,,,,,,
Spring,2016,HAKAN ERDOGMUS,ECE,18657,DEC ANAL ENGR ECO,SV,Lect,8,8,100%,9.5,4.63,4.38,4.5,4.38,4.38,4.38,4.63,4.25,4.25,,,,,,,,,,,
Spring,2016,LINDA MOYA,ECE,18690,INTRO TO NEURO FOR E,A,Lect,13,19,68%,7.54,4.77,4.38,4.62,4.15,4.69,4.92,4.92,4.54,4.62,,,,,,,,,,,
Spring,2016,BYRON YU,ECE,18698,NEURAL SIGNL PROCSNG,A,Lect,9,12,75%,11.67,4.78,4.89,4.89,4.22,4.78,4.89,4.89,4.78,4.78,,,,,,,,,,,
Spring,2016,David Kaufer,ECE,18701,TECH WRITING LF,A3,Lect,14,18,78%,6.57,4.71,4.57,4.57,4.79,4.71,4.57,4.57,4.43,4.36,,,,,,,,,,,
Spring,2016,David Kaufer,ECE,18702,TECH WRITING: GF,A4,Lect,15,17,88%,5.8,4.73,4.6,4.8,4.73,4.71,4.53,4.67,4.6,4.4,,,,,,,,,,,
Spring,2016,L. CARLEY,ECE,18723,RFIC DESGN IMPLEMENT,A,Lect,8,8,100%,11.43,5,4.75,4.88,4.38,4.88,4.75,4.75,4.75,4.63,,,,,,,,,,,
Spring,2016,VYAS SEKAR,ECE,18731,NETWORK SECURITY,A,Lect,16,21,76%,14,4.69,4.69,4.69,4.44,4.69,4.75,4.5,4.63,4.38,,,,,,,,,,,
Spring,2016,LJUDEVIT BAUER,ECE,18732,SECURE SOFTWR SYSTMS,A,Lect,27,38,71%,11.85,4.3,4.3,4.44,3.96,4.26,4.22,4.48,4.22,4.26,,,,,,,,,,,
Spring,2016,LJUDEVIT BAUER,ECE,18732,SECURE SOFTWR SYSTMS,SV,Lect,7,7,100%,12,4.29,4.43,4.14,3.71,4.43,4.57,4.86,4.43,3.71,,,,,,,,,,,
Spring,2016,ANUPAM DATTA,ECE,18733,APPLIED CRYPTOGRAPHY,A,Lect,9,11,82%,13.56,4.44,4.56,4.67,4.22,4.67,4.44,4.78,4.56,4.56,,,,,,,,,,,
Spring,2016,ANUPAM DATTA,ECE,18733,APPLIED CRYPTOGRAPHY,SV,Lect,5,5,100%,13.6,4.6,4.6,4.4,4.2,4.4,4.4,4.8,4.4,4.2,,,,,,,,,,,
Spring,2016,"JIA, L. (co-taught)",ECE,18739,SP TPCS IN SECURITY,M,Lect,2,3,67%,8,3.5,3,3,3.5,3.5,3,4.5,3.5,4,,,,,,,,,,,
Spring,2016,"FREDRIKSON, M. (co-taught)",ECE,18739,SP TPCS IN SECURITY,M,Lect,2,3,67%,8,4.5,3,3.5,4.5,5,4.5,5,4.5,4,,,,,,,,,,,
Spring,2016,"SIEWIOREK, D. (co-taught)",ECE,18745,RAP PROTYP COMP SYS,1,Lect,3,5,60%,8,4,4.67,4.67,4.33,4.33,4.33,4.33,4,4.67,,,,,,,,,,,
Spring,2016,"SMAILAGIC, A. (co-taught)",ECE,18745,RAP PROTYP COMP SYS,1,Lect,3,5,60%,8,4,4.67,4.67,4.33,4.67,4.33,4,4.33,4.67,,,,,,,,,,,
Spring,2016,RAGUNATHAN RAJKUMAR,ECE,18748,WIRELSS SENSOR NTWKS,A,Lect,14,20,70%,13.21,4.79,4.64,4.71,4.36,4.71,4.64,5,4.57,4.64,,,,,,,,,,,
Spring,2016,OSMAN YAGAN,ECE,18752,ESTIM DETECT IDENT,SV,Lect,5,6,83%,16.8,5,5,4.8,4.8,4.8,4.8,5,4.8,4.8,,,,,,,,,,,
Spring,2016,ROHIT NEGI,ECE,18753,INFORMTION THEORY,A,Lect,17,19,89%,8.18,4.41,4.41,4.41,3.94,4.59,4.71,4.56,4.47,4.41,,,,,,,,,,,
Spring,2016,PULKIT GROVER,ECE,18754,ERR CTL COD TH & APP,A,Lect,5,5,100%,7.4,4.8,4,4.6,4.6,4.8,4.8,4.8,4.6,4.4,,,,,,,,,,,
Spring,2016,RADU MARCULESCU,ECE,18755,NTWRKS IN REAL WRLD,A,Lect,7,8,88%,13.29,5,5,5,5,5,5,5,5,4.86,,,,,,,,,,,
Spring,2016,PETER STEENKISTE,ECE,18759,WIRELESS NETWORKS,A,Lect,3,6,50%,10,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,,,,,,,,,,,
Spring,2016,RONALD BLANTON,ECE,18765,DIG SYS TST & TST DS,TA,Lect,5,11,45%,14.2,4.2,4.4,4.4,3.4,4.4,3.8,4.4,4,4,,,,,,,,,,,
Spring,2016,BRUCE KROGH,ECE,18771,LINEAR SYSTEMS,RW,Lect,2,4,50%,17.5,4.5,4.5,4.5,4.5,4.5,4.5,5,4.5,5,,,,,,,,,,,
Spring,2016,KOUSHIL SREENATH,ECE,18776,NON LINEAR CONTROL,A,Lect,5,5,100%,13.6,5,4.8,5,4.8,5,5,5,5,5,,,,,,,,,,,
Spring,2016,JOHN GALEOTTI,ECE,18791,METHS MED IMAGI ANAL,A,Lect,4,7,57%,10.25,4,3.75,4.25,3.5,3.75,3.75,4.5,4.25,3.75,,,,,,,,,,,
Spring,2016,SURYAPRAKASH KOMPALLI,ECE,18794,PATTERN RECOGNTN THY,RW,Lect,5,8,63%,14.2,4.4,4,4,4.2,4.2,4.2,4.6,4,4,,,,,,,,,,,
Spring,2016,GE YANG,ECE,18795,BIOIMAGE INFORMATICS,A,Lect,3,4,75%,10,4.33,4.67,4.67,4.33,4.67,5,5,4.67,4.67,,,,,,,,,,,
Spring,2016,JOAO XAVIER,ECE,18799,SP TPC SIGNL PROCSNG,B,Lect,8,10,80%,11.57,4.5,4.5,4.25,4.38,4.38,4.38,4.38,4.5,4.5,,,,,,,,,,,
Spring,2016,YANG CAI,ECE,18799,SP TPC SIGNL PROCSNG,K,Lect,33,42,79%,9.18,4.58,4.55,4.48,4.61,4.58,4.52,4.58,4.52,4.55,,,,,,,,,,,
Spring,2016,JOAO XAVIER,ECE,18799,SP TPC SIGNL PROCSNG,PB,Lect,2,3,67%,11,4,4,4,4,4,4,5,4,4,,,,,,,,,,,
Spring,2016,OLE MENGSHOEL,ECE,18799,SP TPC SIGNL PROCSNG,SM,Lect,10,14,71%,12.6,4.2,4.4,4.1,3.8,4.6,4.1,4.5,4.1,4.3,,,,,,,,,,,
Spring,2016,WILLIAM NACE,ECE,18842,DISTRIBUTED SYSTEMS,TA,Lect,22,23,96%,14.82,4.27,4.41,4.59,3.86,4.23,4.18,4.55,4.19,3.95,,,,,,,,,,,
Spring,2016,WILLIAM NACE,ECE,18842,DISTRIBUTED SYSTEMS,TB,Lect,24,24,100%,16.48,4.5,4.67,4.5,4.13,4.58,4.38,4.63,4.38,4.25,,,,,,,,,,,
Spring,2016,PEI ZHANG,ECE,18843,MOBLE PERVASIVE COMP,SV,Lect,5,8,63%,12.33,4.8,4,3.8,4.6,4.6,4.6,5,4.6,4.4,,,,,,,,,,,
Spring,2016,DAVID OHALLARON,ECE,18845,INTERNET SERVICES,A,Lect,5,9,56%,10.4,4.6,4.4,4.4,4.4,4.8,4.8,4.6,4.6,4.6,,,,,,,,,,,
Spring,2016,PRIYA NARASIMHAN,ECE,18848,SPCL TPCS EMBD SYSM,D,Lect,15,19,79%,8.86,4.87,4.67,4.8,4.93,5,4.93,4.93,5,4.8,,,,,,,,,,,
Spring,2016,AMINATA GARBA,ECE,18858,SPECIAL TPCS IN COMM,R4,Lect,5,8,63%,11.8,4.2,4.2,4.2,4.2,4.2,4,4.4,4,3.8,,,,,,,,,,,
Spring,2016,SWARUN KUMAR SURESH KUMAR,ECE,18859,SP TPC COMMNCATION,F,Lect,2,5,40%,9.5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Spring,2016,OZAN TONGUZ,ECE,18859,SP TPC COMMNCATION,H,Lect,4,8,50%,9.5,4.25,4,3.75,4.25,4.75,4.5,4.75,4.25,4.25,,,,,,,,,,,
Spring,2016,OZAN TONGUZ,ECE,18859,SP TPC COMMNCATION,SH,Lect,2,3,67%,9.5,4,3.5,3.5,3.5,3.5,4.5,4.5,4,4,,,,,,,,,,,
Spring,2016,JOVAN ILIC,ECE,18875,ENG ECON EL ENGY SYS,1,Lect,14,16,88%,12.31,4.5,4.07,4.43,4,4.5,4.21,4.43,4.21,4.21,,,,,,,,,,,
Spring,2016,TAHA USTUN,ECE,18883,SP TPC IN ENGY SYS,K4,Lect,2,4,50%,8,5,5,5,4.5,5,5,4.5,5,4.5,,,,,,,,,,,
Spring,2016,TAHA USTUN,ECE,18883,SP TPC IN ENGY SYS,R3,Lect,1,3,33%,14,3,3,4,1,3,4,3,3,3,,,,,,,,,,,
Spring,2016,PATRICK MCSHARRY,ECE,18899,SP TPC SIGNAL PROC,B3,Lect,14,17,82%,10.57,4.57,4.14,4.5,4.29,4.71,4.36,4.71,4.5,4.36,,,,,,,,,,,
Spring,2016,PATRICK MCSHARRY,ECE,18899,SP TPC SIGNAL PROC,B4,Lect,9,13,69%,11,4.44,4.22,4.33,4.33,4.56,4.22,4.56,4.33,4.33,,,,,,,,,,,
Spring,2016,PATRICK MCSHARRY,ECE,18899,SP TPC SIGNAL PROC,K3,Lect,10,19,53%,12.86,4.8,4.3,4.5,4,4.5,4.2,5,4.1,4.3,,,,,,,,,,,
Spring,2016,PATRICK MCSHARRY,ECE,18899,SP TPC SIGNAL PROC,K4,Lect,7,18,39%,8,4.29,4.33,4,4.14,4.14,4,4.71,4,4,,,,,,,,,,,
Spring,2016,DEANNA MATTHEWS,EPP,19101,INTRO ENGR & PUB POL,1,Lect,45,65,69%,8.96,4.58,4.13,4.22,4.16,4.31,3.98,4.84,4.09,3.91,,,,,,,,,,,
Spring,2016,JAMES HERBSLEB,EPP,19211,ETHCS POLICY CMPTNG,A,Lect,8,16,50%,5.75,4.75,4.5,4.75,4.25,4.63,4.63,4.63,4.63,4.63,,,,,,,,,,,
Spring,2016,DENISE CARUSO,EPP,19325,POLICY WRITING,A,Lect,6,10,60%,11,4.83,4.67,4.83,5,4.67,4.5,4.83,4.83,4.83,,,,,,,,,,,
Spring,2016,"MATTHEWS, H. (co-taught)",EPP,19351,APPLD MTH TCH PLY AN,A,Lect,13,22,59%,9.92,4.85,4.69,4.85,4.62,4.62,4.69,4.77,4.69,4.62,,,,,,,,,,,
Spring,2016,"MATTHEWS, D. (co-taught)",EPP,19351,APPLD MTH TCH PLY AN,A,Lect,13,22,59%,10.15,4.85,4.85,4.77,4.62,4.69,4.69,4.77,4.62,4.69,,,,,,,,,,,
Spring,2016,TIMOTHY BROWN,EPP,19432,STBITCONCRY,A4,Lect,3,16,19%,7,4.33,4,4.67,4,4.67,4.67,5,4.67,4.67,,,,,,,,,,,
Spring,2016,"JARAMILLO, P. (co-taught)",EPP,19451,EPP PROJECT,A,Lect,14,16,88%,11.93,2.64,2.29,2.29,2.07,3.07,2.31,2.5,2.29,2.43,,,,,,,,,,,
Spring,2016,"MILLER, J. (co-taught)",EPP,19451,EPP PROJECT,A,Lect,14,16,88%,11.93,3.07,2.43,2.57,2.86,2.93,2.64,3.36,2.62,2.43,,,,,,,,,,,
Spring,2016,DEBORAH STINE,EPP,19486,NEW TECH COMM PUBPOL,A,Lect,2,2,100%,5,4.5,3.5,4,4,4.5,3.5,4.5,4,3.5,,,,,,,,,,,
Spring,2016,KATHLEEN CARLEY,EPP,19640,DYNM NETWK ANALYSIS,1,Lect,1,3,33%,11,5,5,5,5,5,4,5,4,4,,,,,,,,,,,
Spring,2016,KELLY KLIMA,EPP,19648,INT CLM ADP INN CR,A3,Lect,2,5,40%,6.5,3,3,2,1.5,2.5,2,3,2,2,,,,,,,,,,,
Spring,2016,"AZEVEDO, I. (co-taught)",EPP,19653,CLM CHG MTG,A,Lect,7,10,70%,11.43,4.57,4.43,4.14,4.14,4.86,4.29,4.71,4.43,4.43,,,,,,,,,,,
Spring,2016,"ROBINSON, A. (co-taught)",EPP,19653,CLM CHG MTG,A,Lect,7,10,70%,12.17,4.57,4.57,4.29,4.29,4.71,4.57,4.71,4.57,4.43,,,,,,,,,,,
Spring,2016,"MANTRIPRAGADA, H. (co-taught)",EPP,19656,SP TPC: CRNT ISS EPP,A3,Lect,14,15,93%,7.36,4.5,4.64,4.36,4.43,4.36,4.36,4.79,4.43,4.29,,,,,,,,,,,
Spring,2016,"ZHAI, H. (co-taught)",EPP,19656,SP TPC: CRNT ISS EPP,A3,Lect,14,15,93%,7.36,4.64,4.64,4.36,4.64,4.43,4.43,4.86,4.5,4.36,,,,,,,,,,,
Spring,2016,DEBORAH STINE,EPP,19665,ENVIR POLITIC POLICY,A4,Lect,14,17,82%,9.29,4.43,4.57,4.5,4.36,4.5,4.21,4.79,4.21,4.29,,,,,,,,,,,
Spring,2016,JAY WHITACRE,EPP,19666,ENGY POLICY & ECONMC,A4,Lect,3,8,38%,8,4.67,4.67,4.33,3.67,4.33,4.33,5,5,4.33,,,,,,,,,,,
Spring,2016,JIMMY WILLIAMS,EPP,19680,E&TIM SEM INNV MN PC,A,Lect,23,30,77%,5.78,4.3,3.87,3.83,3.65,4.35,4.09,4.3,3.83,3.61,,,,,,,,,,,
Spring,2016,FOLKE KAFKA,EPP,19681,MANAGERIAL ENG ECON,1,Lect,22,30,73%,8.59,3.55,4.05,3.86,2.73,4.32,3.59,3.73,3.55,3.45,,,,,,,,,,,
Spring,2016,"WILLIAMS, J. (co-taught)",EPP,19682,STRAT MGT TECH INNOV,A,Lect,23,32,72%,12.22,4.13,3.91,3.96,3.83,4.09,3.91,4.17,3.87,4.43,,,,,,,,,,,
Spring,2016,"ARMANIOS, D. (co-taught)",EPP,19682,STRAT MGT TECH INNOV,A,Lect,23,32,72%,12.52,4.83,4.83,4.74,4.78,4.87,4.91,4.91,4.91,4.83,,,,,,,,,,,
Spring,2016,DEBORAH STINE,EPP,19686,NEW TECH COMM PUBPOL,A,Lect,1,5,20%,5,3,2,2,2,4,3,3,2,3,,,,,,,,,,,
Spring,2016,ROBERT WASSON,EPP,19689,FINC INV MNGM,A3,Lect,11,13,85%,14.5,4.18,4.09,4.27,4.73,4.09,3.73,4.82,3.55,3.91,,,,,,,,,,,
Spring,2016,"BERARDONE, J. (co-taught)",EPP,19692,STRA MARK FOR INNOV,A,Lect,10,16,63%,12.7,4.9,4.7,4.6,5,4.7,4.7,5,5,4.7,,,,,,,,,,,
Spring,2016,"HAQQI, S. (co-taught)",EPP,19692,STRA MARK FOR INNOV,A,Lect,10,16,63%,12.4,4.6,4.6,4.6,4.8,4.7,4.6,4.8,4.5,4.6,,,,,,,,,,,
Spring,2016,INES AZEVEDO,EPP,19702,QUANT MTHDS POL ANAL,A,Lect,11,14,79%,13.7,4.55,3.6,4.1,3.7,4.2,3.9,4.5,3.9,3.73,,,,,,,,,,,
Spring,2016,ALEXANDER DAVIS,EPP,19703,ST: APPLD DATA ANAL1,A3,Lect,11,21,52%,11,4.55,4.55,4.18,3.91,4.55,4.27,4.73,4.09,4.18,,,,,,,,,,,
Spring,2016,ALEXANDER DAVIS,EPP,19704,APPLD DATA ANAL2,A4,Lect,19,21,90%,13.74,4.11,3.58,3.58,3.26,4.37,3.89,3.79,3.58,3.78,,,,,,,,,,,
Spring,2016,PAUL FISCHBECK,EPP,19718,PUBPOLREG,A4,Lect,6,9,67%,6.5,4.83,4.17,4.33,4.17,4.5,4.5,4.83,4.5,4,,,,,,,,,,,
Spring,2016,MARVIN SIRBU,EPP,19722,TELECM TCH PLY MANGM,A,Lect,5,7,71%,11,4.4,4,4.2,4.6,4.4,4.6,4.8,4.4,4.4,,,,,,,,,,,
Spring,2016,JAY WHITACRE,EPP,19724,MATERIALS ENGY STRGE,A3,Lect,6,8,75%,11.5,4.83,4.5,4.67,4,5,4.83,4.83,4.67,4.33,,,,,,,,,,,
Spring,2016,"CHRISTIN, N. (co-taught)",EPP,19734,USABLE PRVCY & SECUR,A,Lect,2,2,100%,6.5,5,4.5,4.5,5,5,5,5,5,5,,,,,,,,,,,
Spring,2016,"BAUER, L. (co-taught)",EPP,19734,USABLE PRVCY & SECUR,A,Lect,2,2,100%,6.5,5,4.5,4.5,5,5,5,5,5,5,,,,,,,,,,,
Spring,2016,JOVAN ILIC,EPP,19739,ENG ECON EL ENGY SYS,1,Lect,4,5,80%,8,4.75,5,5,4.75,5,5,5,4.75,4.75,,,,,,,,,,,
Spring,2016,"JARAMILLO, P. (co-taught)",EPP,19752,EPP PROJECT MGMT,A,Lect,1,2,50%,17,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Spring,2016,"MILLER, J. (co-taught)",EPP,19752,EPP PROJECT MGMT,A,Lect,1,2,50%,17,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Spring,2016,"KROGH, B. (co-taught)",EPP,19801,ST: IT INNOV BUS AFR,A3,Lect,4,5,80%,8,4.75,4.25,4.75,4.25,4.75,4.25,4.5,4.25,4,,,,,,,,,,,
Spring,2016,"BEZY, M. (co-taught)",EPP,19801,ST: IT INNOV BUS AFR,A3,Lect,4,5,80%,8.75,4.5,4,4.5,3.75,4.75,4.5,4.5,4.25,4.25,,,,,,,,,,,
Spring,2016,"BROWN, T. (co-taught)",EPP,19801,ST: IT INNOV BUS AFR,A3,Lect,4,5,80%,8,4.5,4,4.5,4.5,4.75,4.5,4.5,4.5,4.25,,,,,,,,,,,
Spring,2016,TIMOTHY BROWN,EPP,19802,STBITCONCRY,A4,Lect,3,5,60%,10,4.67,4.33,4.67,3.67,4.67,4.67,5,4.67,4.67,,,,,,,,,,,
Spring,2016,TIMOTHY BROWN,EPP,19802,STBITCONCRY,R4,Lect,1,2,50%,14,5,5,5,5,4,4,4,4,4,,,,,,,,,,,
Spring,2016,PEDRO FERREIRA,EPP,19819,MEAS CAUCAL EFF ONLI,A3,Lect,4,4,100%,5.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,,,,,,,,,,,
Spring,2016,JEROME APT,EPP,19882,SEMR LW-CRBN ELC PWR,A4,Lect,13,13,100%,9,4.92,5,4.92,4.31,4.92,5,4.62,4.77,4.92,,,,,,,,,,,
Spring,2016,INES AZEVEDO,EPP,19883,SP TPC SEM CEDM,A,Lect,4,4,100%,2,4.25,4,4,3.75,3.75,3.75,4.25,4.25,4.25,,,,,,,,,,,
Spring,2016,PEDRO FERREIRA,EPP,19885,TELCM MNGMNT PLY RSH,A,Lect,1,2,50%,5,4,5,5,5,5,5,5,5,5,,,,,,,,,,,
Spring,2016,PEDRO FERREIRA,EPP,19885,TELCM MNGMNT PLY RSH,PP,Lect,2,3,67%,6.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,,,,,,,,,,
Spring,2016,BRUCE KROGH,ICT,4602,MSIT FIRST-YEAR SEMR,A,Lect,16,27,59%,4.63,5,4.88,4.88,4.75,4.94,4.81,4.94,5,4.88,,,,,,,,,,,
Spring,2016,ZAIN KHAN,ICT,4605,MSIT SECOND YR SEMR,A,Lect,1,2,50%,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Spring,2016,MANUEL ROSSO-LLOPART,ICT,4630,COMPTR SCI PRNC PRC,A,Lect,8,16,50%,19.38,4.88,4.63,4.63,4.38,4.63,4.63,5,4.88,4.13,,,,,,,,,,,
Spring,2016,MANUEL ROSSO-LLOPART,ICT,4630,COMPTR SCI PRNC PRC,B,Lect,5,7,71%,23,5,4.6,4.6,4.8,4.6,4.8,5,4.8,4.4,,,,,,,,,,,
Spring,2016,NICOLAS CHRISTIN,ICT,4635,INTRD INFM SECURITY,A,Lect,16,25,64%,17.13,4.75,4.63,4.81,4.44,4.63,4.44,4.81,4.75,4.56,,,,,,,,,,,
Spring,2016,AMINATA GARBA,ICT,4644,WIRELESS NETWORKS,1,Lect,2,2,100%,20.5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Spring,2016,TAHA USTUN,ICT,4800,SP TPC IN ICT,D,Lect,2,5,40%,11,5,5,5,4.5,5,5,4.5,5,5,,,,,,,,,,,
Spring,2016,"KROGH, B. (co-taught)",ICT,4801,SP TPCS IN ICT MINI,E3,Lect,8,17,47%,7.57,4.75,4.63,4.63,4.75,4.75,4.63,5,4.75,4.5,,,,,,,,,,,
Spring,2016,"KOMPALLI, S. (co-taught)",ICT,4801,SP TPCS IN ICT MINI,E3,Lect,8,17,47%,10.17,4.63,4.25,4.25,4.25,4.5,4.25,4.63,4.38,4.25,,,,,,,,,,,
Spring,2016,ZAIN KHAN,ICT,4900,MSIT PRACTICUM,A,Lect,5,7,71%,25,4.8,4.6,4.6,4.6,4.8,4.4,4.8,4.6,4.6,,,,,,,,,,,
Spring,2016,ROBERT SEACORD,INI,14735,SECURE CODING,A,Lect,7,11,64%,7.14,4.71,4.43,4.86,5,5,5,5,4.86,4.86,,,,,,,,,,,
Spring,2016,ROBERT SEACORD,INI,14735,SECURE CODING,SV,Lect,6,6,100%,8.5,4.5,4.33,4.67,4.33,4.5,4.17,4.83,4.5,4.5,,,,,,,,,,,
Spring,2016,RAJEEV GANDHI,INI,14740,FUND TELECOM NETWRKS,A,Lect,26,33,79%,12.64,4.08,4.15,4.23,3.69,4.23,4.19,4.31,4.12,4.04,,,,,,,,,,,
Spring,2016,"MAY, C. (co-taught)",INI,14761,APPLD INFO ASSURANCE,A,Lect,26,33,79%,12.96,4.31,4.12,4.31,3.88,4.23,4.15,4.46,4.12,4.12,,,,,,,,,,,
Spring,2016,"ALLEN, D. (co-taught)",INI,14761,APPLD INFO ASSURANCE,A,Lect,26,33,79%,12.64,4.23,4.08,4.27,3.92,4.27,4.19,4.38,4.08,4.12,,,,,,,,,,,
Spring,2016,DAVID LAMONT,INI,14774,MANAGERIAL ECON,A3,Lect,31,37,84%,7.33,4.58,4.68,4.68,4.29,4.65,4.68,4.71,4.58,4.45,,,,,,,,,,,
Spring,2016,DAVID LAMONT,INI,14775,BUSINESS MANAGEMENT,A4,Lect,20,23,87%,8.84,4.65,4.65,4.55,4.5,4.5,4.55,4.7,4.55,4.5,,,,,,,,,,,
Spring,2016,DAVID LAMONT,INI,14775,BUSINESS MANAGEMENT,B4,Lect,15,18,83%,9.6,4.87,4.87,4.73,4.6,4.67,4.87,4.73,4.6,4.67,,,,,,,,,,,
Spring,2016,JAMES STEVENS,INI,14782,ST: IS RISK MAN I,A3,Lect,29,34,85%,5.62,4.59,4.45,4.62,4.14,4.66,4.62,4.79,4.55,4.45,,,,,,,,,,,
Spring,2016,JAMES STEVENS,INI,14784,ST: IS RISK MAN II,A4,Lect,26,30,87%,7.65,4.15,3.92,4.04,3.92,4.15,4.15,4.46,4,3.77,,,,,,,,,,,
Spring,2016,RAHUL TELANG,INI,14788,INFO SEC POL MGT,A4,Lect,6,8,75%,8.5,4.33,4,3.83,3.83,4,4,4.17,4,3.67,,,,,,,,,,,
Spring,2016,PATRICK TAGUE,INI,14814,WIRELESS NETWORK SEC,A,Lect,6,7,86%,10.5,5,5,5,4.83,5,5,5,4.83,4.83,,,,,,,,,,,
Spring,2016,PATRICK TAGUE,INI,14814,WIRELESS NETWORK SEC,SV,Lect,5,7,71%,9.8,5,5,5,5,5,5,5,5,4.8,,,,,,,,,,,
Spring,2016,EDWARD ENGLER,INI,14815,ENTRE INOV TCH,A,Lect,15,17,88%,9.2,4.87,4.53,4.47,4.67,4.67,4.6,4.8,4.6,4.67,,,,,,,,,,,
Spring,2016,ALEXANDER VOLYNKIN,INI,14819,INTRO SW REV-ENG,A,Lect,20,27,74%,15.32,4.9,4.95,4.95,4.65,4.9,4.95,5,5,4.85,,,,,,,,,,,
Spring,2016,ALEXANDER VOLYNKIN,INI,14819,INTRO SW REV-ENG,SV,Lect,2,2,100%,15.5,5,5,4.5,4.5,5,5,5,4.5,5,,,,,,,,,,,
Spring,2016,JEFFREY MATTSON,INI,14822,HOST BASED FORENSICS,A,Lect,10,16,63%,12.2,4.1,3.6,3.7,3.7,4.6,3.7,4.4,3.6,3.7,,,,,,,,,,,
Spring,2016,JOSHUA HAMMERSTEIN,INI,14832,CYBER FORENSCS CAPSN,A,Lect,10,10,100%,12.8,4.3,4.2,4.3,3.9,4.3,4.5,4.5,4.3,3.9,,,,,,,,,,,
Spring,2016,PEI ZHANG,INI,14841,MBL & PERVASIVE COMP,SV,Lect,6,7,86%,11,4.33,3.83,3.67,4.67,4.5,4.17,4.17,4.33,4.17,,,,,,,,,,,
Spring,2016,KAI-TING WEI,INI,14844,ST:MOB AD,S4,Lect,10,10,100%,8.4,4.4,4.2,4.3,4.6,4.4,4.5,4.8,4.2,4,,,,,,,,,,,
